10.90
392.58
470.87
414.73
313.68
176.83
121.50
375.39
575.88
579.81
574.47
413.94
202.55
265.48
541.65
584.12
572.68
579.69
573.42
191.68
225.49
489.45
586.77
577.76
574.11
579.87
518.60
98.77
337.00
602.02
583.43
607.48
595.53
502.06
63.29
415.87
595.61
593.08
132.59
310.82
592.13
593.29
574.36
570.29
542.75
230.54
611.84
494.03
543.72
32.67
296.40
